AmphoraIdentifier,AmphoraIdentifier,AmphoricTypeTitle,AreaTitle,FindingPlaceTitle,FindingPlaceLatitude,FindingPlaceLongitude,FullTranscription,SimplifiedTranscription,,ProductionPlaceTitle,LocationTypeTitle
16032,16032,Dressel 20,London,London,51.514248,-0.093145,|Q·FV'|,QFV,,Peñaflor,Military Camp
16034,16034,Dressel 20,London,London,51.514248,-0.093145,|C·F'[VA]|,CFVA,,,Military Camp
16036,16036,Dressel 20,London,London,51.514248,-0.093145,|FA^V~S^T^IN^NI^B|,FAVSTINNIB,,,Military Camp
16042,16042,Dressel 20,London,London,51.514248,-0.093145,|FIRMISAE|,FIRMISAE,,,Military Camp
16043,16043,Dressel 20,London,London,51.514248,-0.093145,M'·FLA^V^I·TI^TVR^I|,MFLAVITITVRI,,Casa de Mingaobez (Este),Military Camp
16046,16046,Dressel 20,London,London,51.514248,-0.093145,|GALLICI|,GALLICI,,El Temple,Military Camp
16048,16048,Dressel 20,London,London,51.514248,-0.093145,|P^H^I^LO|,PHILO,,,Military Camp
16053,16053,Dressel 20,London,London,51.514248,-0.093145,|P^H^I^LO|,PHILO,,,Military Camp
16054,16054,Dressel 20,London,London,51.514248,-0.093145,|P^H^I^LO|,PHILO,,,Military Camp
16055,16055,Dressel 20,London,London,51.514248,-0.093145,|P^HOE'[BI],PHOEBI…,,La Umbría de Moratalla,Military Camp
16067,16067,Dressel 20,London,London,51.514248,-0.093145,|HILARI|,HILARI,,,Military Camp
16074,16074,Dressel 20,London,London,51.514248,-0.093145,HISP·SA^EN^I((corona))|,HISPSAENI,,huerta del río,Military Camp
16089,16089,Dressel 20,London,London,51.514248,-0.093145,|QIAFS|,QIAFS,,Malpica,Military Camp
16097,16097,Dressel 20,London,London,51.514248,-0.093145,|QI·A·S|,QIAS,,,Military Camp
16099,16099,Dressel 20,London,London,51.514248,-0.093145,|QI·A·S|,QIAS,,,Military Camp
16102,16102,Dressel 20,London,London,51.514248,-0.093145,|GIA^L'B|,CIALB (GIALB),,Malpica,Military Camp
16130,16130,Dressel 20,London,London,51.514248,-0.093145,|MIM|,MIM,,La Catria,Military Camp
16130,16130,Dressel 20,London,London,51.514248,-0.093145,|MIM|,MIM,,Peñaflor,Military Camp
16132,16132,Dressel 20,London,London,51.514248,-0.093145,|M·I·M|,MIM,,La Catria,Military Camp
16132,16132,Dressel 20,London,London,51.514248,-0.093145,|M·I·M|,MIM,,Peñaflor,Military Camp
16133,16133,Dressel 20,London,London,51.514248,-0.093145,|MIM|,MIM,,La Catria,Military Camp
16133,16133,Dressel 20,London,London,51.514248,-0.093145,|MIM|,MIM,,Peñaflor,Military Camp
16134,16134,Dressel 20,London,London,51.514248,-0.093145,|MI'+,MI...,,,Military Camp
16135,16135,Dressel 20,London,London,51.514248,-0.093145,|M·IM|,MIM,,La Catria,Military Camp
16135,16135,Dressel 20,London,London,51.514248,-0.093145,|M·IM|,MIM,,Peñaflor,Military Camp
16143,16143,Dressel 20,London,London,51.514248,-0.093145,|MIM|,MIM,,La Catria,Military Camp
16143,16143,Dressel 20,London,London,51.514248,-0.093145,|MIM|,MIM,,Peñaflor,Military Camp
16144,16144,Dressel 20,London,London,51.514248,-0.093145,|(-)MIM(-)|,MIM,,La Catria,Military Camp
16144,16144,Dressel 20,London,London,51.514248,-0.093145,|(-)MIM(-)|,MIM,,Peñaflor,Military Camp
16147,16147,Dressel 20,London,London,51.514248,-0.093145,|M·I·MOPSI|,MIMOPSI,,Los Guerras,Military Camp
16160,16160,Dressel 20,London,London,51.514248,-0.093145,|QIMFN',QIMFN,,Malpica,Military Camp
16163,16163,Dressel 20,London,London,51.514248,-0.093145,|Q!IMOfp+,QIMOFP,,,Military Camp
16167,16167,Dressel 20,London,London,51.514248,-0.093145,|QIM!f!N',QIMFN,,Malpica,Military Camp
16171,16171,Dressel 20,London,London,51.514248,-0.093145,|FIP·C*,FIPC…,,,Military Camp
16177,16177,Dressel 20,London,London,51.514248,-0.093145,|C·IR·EXOF+,CIREXOF...,,,Military Camp
16180,16180,Dressel 20,London,London,51.514248,-0.093145,PIROP| & PIROI^P|,PIROP & PIROIP,,,Military Camp
16181,16181,Dressel 20,London,London,51.514248,-0.093145,|P'·I·RP·|,PIRP,,,Military Camp
16182,16182,Dressel 20,London,London,51.514248,-0.093145,|S·I·R|,SIR,,,Military Camp
16184,16184,Dressel 20,London,London,51.514248,-0.093145,|SIREXO·FA^NI''|,SIREXOFANI,,,Military Camp
16185,16185,Dressel 20,London,London,51.514248,-0.093145,|AIS|,AIS,,Sevilla,Military Camp
16203,16203,Dressel 20,London,London,51.514248,-0.093145,|L·I·T|,LIT,,,Military Camp
16219,16219,Dressel 20,London,London,51.514248,-0.093145,|C·IVII|,CIVII,,,Military Camp
16220,16220,Dressel 20,London,London,51.514248,-0.093145,"C·IV·R, sine imagine",CIVR,,,Military Camp
16225,16225,Dressel 20,London,London,51.514248,-0.093145,P'·I^V^L^I·CR[IS]P[I]|,PIVLICRISPI,,El Marchante,Military Camp
16227,16227,Dressel 20,London,London,51.514248,-0.093145,|CIVLI·SVRI|,CIVLISVRI,,,Military Camp
16228,16228,Dressel 20,London,London,51.514248,-0.093145,|CI^V^L^I'|,CIVLI,,,Military Camp
16231,16231,Dressel 20,London,London,51.514248,-0.093145,|I'V'L·TEREN|,IVLTEREN,,Malpica Sur,Military Camp
16244,16244,Dressel 20,London,London,51.514248,-0.093145,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,Las Delicias,Military Camp
16245,16245,Dressel 20,London,London,51.514248,-0.093145,"LIVNIMELISSI, sine imagine",LIVNIMELISSI,,Las Delicias,Military Camp
16268,16268,Dressel 20,London,London,51.514248,-0.093145,|L((hedera))IVNI|/[MEL]ISSI|,LIVNIMELISSI,,Arva,Military Camp
16274,16274,Dressel 20,London,London,51.514248,-0.093145,L'·IVNI·M'/ELISS·P|,LIVNIMELISSIP,,Arva,Military Camp
16287,16287,Dressel 20,London,London,51.514248,-0.093145,|IIIVN^I((hedera))M^ELISSI|/|[?]EMELISSE((hedera))|,IIIVNIMELISSIEMELISSE,,Itálica,Military Camp
16289,16289,Dressel 20,London,London,51.514248,-0.093145,+ELISSI|/+LISSE((hedera))|,...IIIVNIMELISSILISSE,,,Military Camp
16290,16290,Dressel 20,London,London,51.514248,-0.093145,|IIIVN^I·M^EL+/|ETMELI+,IIIVNIMEL...ETMELI...,,Itálica,Military Camp
16291,16291,Dressel 20,London,London,51.514248,-0.093145,|I'I'I'V'N^I·M^ELISSI|/|ETMELISSE((hedera))|,IIIVNIMELISSIETMELISSE,,Itálica,Military Camp
16306,16306,Dressel 20,London,London,51.514248,-0.093145,|M·L·FIDI|,MLFIDI,,,Military Camp
16308,16308,Dressel 20,London,London,51.514248,-0.093145,"ALFO, sine imagine",ALFO,,La Catria,Military Camp
16314,16314,Dressel 20,London,London,51.514248,-0.093145,|A·L·FO|,ALFO,,La Catria,Military Camp
16326,16326,Dressel 20,London,London,51.514248,-0.093145,|CLPV((hedera))|,CLPV,,La Catria,Military Camp
16328,16328,Dressel 20,London,London,51.514248,-0.093145,|{C·}L·PV((hedera))|,CLPV,,La Catria,Military Camp
16333,16333,Dressel 20,London,London,51.514248,-0.093145,|H^LQ|,HLQ,,,Military Camp
16355,16355,Dressel 20,London,London,51.514248,-0.093145,|VM+,VM...,,,Military Camp
16358,16358,Dressel 20,London,London,51.514248,-0.093145,|PMF'R''PO|,PMFRPO,,,Military Camp
16360,16360,Dressel 20,London,London,51.514248,-0.093145,"PORPMH, sine imagine",PORPMH,,,Military Camp
16373,16373,Dressel 20,London,London,51.514248,-0.093145,|P·MR|,PMR,,,Military Camp
16374,16374,Dressel 20,London,London,51.514248,-0.093145,"QMR, sine imagine",QMR,,,Military Camp
16387,16387,Dressel 20,London,London,51.514248,-0.093145,|QMR|,QMR,,,Military Camp
16391,16391,Dressel 20,London,London,51.514248,-0.093145,|QMR|,QMR,,,Military Camp
16392,16392,Dressel 20,London,London,51.514248,-0.093145,|QMR|,QMR,,,Military Camp
16400,16400,Dressel 20,London,London,51.514248,-0.093145,QMS|,QMS,,La Catria,Military Camp
16401,16401,Dressel 20,London,London,51.514248,-0.093145,|((palma)){G·}M·T((palma))|,GMT,,,Military Camp
16408,16408,Dressel 20,London,London,51.514248,-0.093145,[L]MV^E,LMVE,,Alcolea del Río,Military Camp
16408,16408,Dressel 20,London,London,51.514248,-0.093145,[L]MV^E,LMVE,,Mejía,Military Camp
16408,16408,Dressel 20,London,London,51.514248,-0.093145,[L]MV^E,LMVE,,Villar Tesoro,Military Camp
16412,16412,Dressel 20,London,London,51.514248,-0.093145,|L·MV[E],LMVE,,Alcolea del Río,Military Camp
16412,16412,Dressel 20,London,London,51.514248,-0.093145,|L·MV[E],LMVE,,Mejía,Military Camp
16412,16412,Dressel 20,London,London,51.514248,-0.093145,|L·MV[E],LMVE,,Villar Tesoro,Military Camp
16414,16414,Dressel 20,London,London,51.514248,-0.093145,"MANIMV, sine imagine",MANIMV,,,Military Camp
16418,16418,Dressel 20,London,London,51.514248,-0.093145,|[P]MAN^IL^ISV[PE],PMANILISVPE,,,Military Camp
16419,16419,Dressel 20,London,London,51.514248,-0.093145,|P·M^AN^IL^I·SV^PE''|,PMANILISVPE,,,Military Camp
16420,16420,Dressel 20,London,London,51.514248,-0.093145,|P·M^An^ISV|,PMANISV,,,Military Camp
16421,16421,Dressel 20,London,London,51.514248,-0.093145,|P·M^AnSV|,PMANSV,,,Military Camp
16425,16425,Dressel 20,London,London,51.514248,-0.093145,|C·M^ARSI^L|,CMARISIL,,El Temple,Military Camp
16429,16429,Dressel 20,London,London,51.514248,-0.093145,|M^AVRI',MAVRI,,La Corregidora,Military Camp
16430,16430,Dressel 20,London,London,51.514248,-0.093145,|MVR|,MVR,,,Military Camp
16432,16432,Dressel 20,London,London,51.514248,-0.093145,[II]IMIN^ICIO^R|,IIIMINICIOR,,,Military Camp
16440,16440,Dressel 20,London,London,51.514248,-0.093145,|PMOCV+/|F'IGEDO'+,PMOCVFIGEDO,,La Corregidora,Military Camp
16456,16456,Dressel 20,London,London,51.514248,-0.093145,|((corona))Qn''DPRI((palma))|,QNDPRI,,,Military Camp
16488,16488,Dressel 20,London,London,51.514248,-0.093145,+N|,...N,,,Military Camp
16489,16489,Dressel 20,London,London,51.514248,-0.093145,|Pnn|,PNN,,Alcolea del Río,Military Camp
16489,16489,Dressel 20,London,London,51.514248,-0.093145,|Pnn|,PNN,,Arva,Military Camp
16489,16489,Dressel 20,London,London,51.514248,-0.093145,|Pnn|,PNN,,El Tejarillo,Military Camp
16489,16489,Dressel 20,London,London,51.514248,-0.093145,|Pnn|,PNN,,Tostoneras,Military Camp
16490,16490,Dressel 20,London,London,51.514248,-0.093145,|PNN|,PNN,,Alcolea del Río,Military Camp
16490,16490,Dressel 20,London,London,51.514248,-0.093145,|PNN|,PNN,,Arva,Military Camp
16490,16490,Dressel 20,London,London,51.514248,-0.093145,|PNN|,PNN,,El Tejarillo,Military Camp
16490,16490,Dressel 20,London,London,51.514248,-0.093145,|PNN|,PNN,,Tostoneras,Military Camp
16491,16491,Dressel 20,London,London,51.514248,-0.093145,|PNN|,PNN,,Alcolea del Río,Military Camp
16491,16491,Dressel 20,London,London,51.514248,-0.093145,|PNN|,PNN,,Arva,Military Camp
16491,16491,Dressel 20,London,London,51.514248,-0.093145,|PNN|,PNN,,El Tejarillo,Military Camp
16491,16491,Dressel 20,London,London,51.514248,-0.093145,|PNN|,PNN,,Tostoneras,Military Camp
16496,16496,Dressel 20,London,London,51.514248,-0.093145,|PNNAR|,PNNAR,,Arva,Military Camp
16508,16508,Dressel 20,London,London,51.514248,-0.093145,|S'NR|,SNR,,La Catria,Military Camp
16523,16523,Dressel 20,London,London,51.514248,-0.093145,"NYMPH, sine imagine",NYMPH,,Villaseca,Military Camp
16525,16525,Dressel 20,London,London,51.514248,-0.093145,"HOFP, sine imagine",HOFP,,,Military Camp
16527,16527,Dressel 20,London,London,51.514248,-0.093145,|F'OIAS|,FOIAS,,El Sotillo,Military Camp
16564,16564,Dressel 20,London,London,51.514248,-0.093145,[PO]R'O^CODV|,POROCODV (BROCODV),,La Catria,Military Camp
16565,16565,Dressel 20,London,London,51.514248,-0.093145,|P^O^RO^CO^D[V],POROCODV (BROCODV),,La Catria,Military Camp
16569,16569,Dressel 20,London,London,51.514248,-0.093145,|POROD|,POROD,,La Catria,Military Camp
16572,16572,Dressel 20,London,London,51.514248,-0.093145,|PORD'V|,PORDV,,,Military Camp
16579,16579,Dressel 20,London,London,51.514248,-0.093145,|FOP+,FOP...,,,Military Camp
16580,16580,Dressel 20,London,London,51.514248,-0.093145,"OPTA, sine imagine",OPTA,,,Military Camp
16581,16581,Dressel 20,London,London,51.514248,-0.093145,|OPTA^T^I|,OPTATI,,,Military Camp
16583,16583,Dressel 20,London,London,51.514248,-0.093145,|OPT'ATI|,OPTATI,,,Military Camp
16585,16585,Dressel 20,London,London,51.514248,-0.093145,|PP+,PP...,,,Military Camp
16586,16586,Dressel 20,London,London,51.514248,-0.093145,|AP''CF(-)|,APCF,,,Military Camp
16613,16613,Dressel 20,London,London,51.514248,-0.093145,"PORCPR, sine imagine",PORCPR,,La Catria,Military Camp
16616,16616,Dressel 20,London,London,51.514248,-0.093145,|F·P·S|,FPS,,,Military Camp
16619,16619,Dressel 20,London,London,51.514248,-0.093145,"PASSERAR, sine imagine",PASSERAR,,Casa del Guarda o Llano,Military Camp
16620,16620,Dressel 20,London,London,51.514248,-0.093145,PASSERAR|,PASSERAR,,Casa del Guarda o Llano,Military Camp
16628,16628,Dressel 20,London,London,51.514248,-0.093145,|PONTICI|,PONTICI,,,Military Camp
16629,16629,Dressel 20,London,London,51.514248,-0.093145,|PONTICI|,PONTICI,,,Military Camp
16633,16633,Dressel 20,London,London,51.514248,-0.093145,|·PORRO'+,PORRO...,,,Military Camp
16634,16634,Dressel 20,London,London,51.514248,-0.093145,"PRIM, sine imagine",PRIM,,,Military Camp
16639,16639,Dressel 20,London,London,51.514248,-0.093145,|PIQIALP'|,PIQIALP,,,Military Camp
16647,16647,Dressel 20,London,London,51.514248,-0.093145,P'·Q·F·F|,PQFF,,,Military Camp
16656,16656,Dressel 20,London,London,51.514248,-0.093145,|L((hedera))Q((hedera))S((hedera))|,LQS,,Alcolea del Río,Military Camp
16667,16667,Dressel 20,London,London,51.514248,-0.093145,|L·Q·S|,LQS,,Alcolea del Río,Military Camp
16682,16682,Dressel 20,London,London,51.514248,-0.093145,|NR|,NR,,,Military Camp
16684,16684,Dressel 20,London,London,51.514248,-0.093145,|GR~ADOS|,GRADOS,,Manuel Nieto,Military Camp
16698,16698,Dressel 20,London,London,51.514248,-0.093145,"ROMANI, sine imagine",ROMANI,,,Military Camp
16708,16708,Dressel 20,London,London,51.514248,-0.093145,|ROM^ANI|,ROMANI (ROMNI),,,Military Camp
16709,16709,Dressel 20,London,London,51.514248,-0.093145,|ROMA[-]|,ROMA,,,Military Camp
16713,16713,Dressel 20,London,London,51.514248,-0.093145,|ROM^AN^I((palma))|,ROMANI (ROMN),,,Military Camp
16715,16715,Dressel 20,London,London,51.514248,-0.093145,|ROM^AN^I((palma))|,ROMANI,,,Military Camp
16719,16719,Dressel 20,London,London,51.514248,-0.093145,|RV[FIPO],RVFIPO,,La Catria,Military Camp
16721,16721,Dressel 20,London,London,51.514248,-0.093145,|R^V^FI^NIA^TIT^A^E|,RVFINIATITTAE & RVFINIATITAE,,La Mallena,Military Camp
16734,16734,Dressel 20,London,London,51.514248,-0.093145,"GSA, sine imagine",GSA,,,Military Camp
16735,16735,Dressel 20,London,London,51.514248,-0.093145,|G·S·A^P',GSAP,,Las Sesenta,Military Camp
16736,16736,Dressel 20,London,London,51.514248,-0.093145,"P·S·A, sine imagine",PSA,,,Military Camp
16749,16749,Dressel 20,London,London,51.514248,-0.093145,|P·S·A^V^I,PSAVI,,,Military Camp
16764,16764,Dressel 20,London,London,51.514248,-0.093145,|L'S'L^VP'I|,LSLVPI,,La María,Military Camp
16777,16777,Dressel 20,London,London,51.514248,-0.093145,|G·S·P|,GSP,,,Military Camp
16787,16787,Dressel 20,London,London,51.514248,-0.093145,|Q·S·P|,QSP,,,Military Camp
16789,16789,Dressel 20,London,London,51.514248,-0.093145,|QSP|,QSP,,,Military Camp
16790,16790,Dressel 20,London,London,51.514248,-0.093145,|Q·S·P|,QSP,,,Military Camp
16793,16793,Dressel 20,London,London,51.514248,-0.093145,+·S·P|,...SP,,,Military Camp
16800,16800,Dressel 20,London,London,51.514248,-0.093145,"RSRIMFRER, sine imagine",RSRIMFRER,,,Military Camp
16803,16803,Dressel 20,London,London,51.514248,-0.093145,|L·S·S|,LSS,,Arva,Military Camp
16804,16804,Dressel 20,London,London,51.514248,-0.093145,|L·S·SEX<|,LSSEX,,Sevilla,Military Camp
16809,16809,Dressel 20,London,London,51.514248,-0.093145,[P]OR·P·S·O''| & [P]OR·P·S·C''|,PORPSO & PORPSC,,,Military Camp
16812,16812,Dressel 20,London,London,51.514248,-0.093145,|SA^EN^IA^N[I],SAENIAN,,,Military Camp
16818,16818,Dressel 20,London,London,51.514248,-0.093145,|SA^E~N^IA~NS|,SAENIANS,,huerta del río,Military Camp
16824,16824,Dressel 20,London,London,51.514248,-0.093145,|A·SA^EN|,ASAEN,,huerta del río,Military Camp
16825,16825,Dressel 20,London,London,51.514248,-0.093145,|A·SA^EN^I|,ASAENI,,huerta del río,Military Camp
16835,16835,Dressel 20,London,London,51.514248,-0.093145,|SA^T^VR^N^I|,SATVRNI,,,Military Camp
16840,16840,Dressel 20,London,London,51.514248,-0.093145,|SA'N+,SAN...,,,Military Camp
16847,16847,Dressel 20,London,London,51.514248,-0.093145,|SA^T^VR^N^I|,SATVRNI,,,Military Camp
16863,16863,Dressel 20,London,London,51.514248,-0.093145,EXOFQRF''*,EXOFQRF,,,Military Camp
16867,16867,Dressel 20,London,London,51.514248,-0.093145,"SCALENSIA, sine imagine",SCALENSIA,,Cerro de los Pesebres,Military Camp
16880,16880,Dressel 20,London,London,51.514248,-0.093145,|SC{A^LE}N[SIA]ACCI|,SCALENSIAACCP,,,Military Camp
16881,16881,Dressel 20,London,London,51.514248,-0.093145,|SC{A^LE}NS^IA·ACCI|,SCALENSIAACCP,,,Military Camp
16890,16890,Dressel 20,London,London,51.514248,-0.093145,"FSCIMNIANO, sine imagine",FSCIMNIANO,,Las Delicias,Military Camp
16935,16935,Dressel 20,London,London,51.514248,-0.093145,"SCOROBRES, sine imagine",SCOROBRES,,La Estacada,Military Camp
16939,16939,Dressel 20,London,London,51.514248,-0.093145,"L·SER·SENC, sine imagine",LSELSENC,,La Rambla y El Acebuchal,Military Camp
16947,16947,Dressel 20,London,London,51.514248,-0.093145,|CSE^M^PPOLYC[L],CSEMPOLYCL,,,Military Camp
16948,16948,Dressel 20,London,London,51.514248,-0.093145,|CSEMPOL|,CSEMPOL,,,Military Camp
16952,16952,Dressel 20,London,London,51.514248,-0.093145,|CSEMPOL'|,CSEMPOL,,,Military Camp
16953,16953,Dressel 20,London,London,51.514248,-0.093145,|C·SEM^PPOL|,CSEMPOL,,,Military Camp
16954,16954,Dressel 20,London,London,51.514248,-0.093145,|C'S'EMPOL|,CSEMPOL,,,Military Camp
16959,16959,Dressel 20,London,London,51.514248,-0.093145,|CSEMP|,CSEMP,,,Military Camp
16960,16960,Dressel 20,London,London,51.514248,-0.093145,|CSEM^P[OLICL]IT[I],CSEMPOLICLITI?,,,Military Camp
16961,16961,Dressel 20,London,London,51.514248,-0.093145,[CSE]M^P'POL|,CSEMPOL,,,Military Camp
16973,16973,Dressel 20,London,London,51.514248,-0.093145,|P'O'L'[ICLITI],POLICLITI,,,Military Camp
16974,16974,Dressel 20,London,London,51.514248,-0.093145,|POLYCLITI|,POLICLITI,,,Military Camp
16981,16981,Dressel 20,London,London,51.514248,-0.093145,"SERVILILVPI, sine imagine",SERVILILVPI,,,Military Camp
16994,16994,Dressel 20,London,London,51.514248,-0.093145,"CSTERPAVLLINI, sine imagine",CSTERPAVLLINI,,Las Sesenta,Military Camp
16995,16995,Dressel 20,London,London,51.514248,-0.093145,|C·ST^E^R·PA^V^LL^IN^I|,CSTERPAVLLINI,,Las Sesenta,Military Camp
16997,16997,Dressel 20,London,London,51.514248,-0.093145,|SVAVIS|,SVAVIS,,Villaseca,Military Camp
16999,16999,Dressel 20,London,London,51.514248,-0.093145,|S~VRVS|,SVRVS,,El Temple,Military Camp
17001,17001,Dressel 20,London,London,51.514248,-0.093145,|ST·PR''|,STPR,,Arva,Military Camp
17002,17002,Dressel 20,London,London,51.514248,-0.093145,[ST]PR|,STPR,,Arva,Military Camp
17010,17010,Dressel 20,London,London,51.514248,-0.093145,|T^HA^L·L^I|,THALLI,,Villaseca,Military Camp
17015,17015,Dressel 20,London,London,51.514248,-0.093145,|L·V·A|,LVA,,Dehesa de Arriba,Military Camp
17036,17036,Dressel 20,London,London,51.514248,-0.093145,|C·V·V|,CVV,,,Military Camp
17043,17043,Dressel 20,London,London,51.514248,-0.093145,|VALERI|,VALERI,,,Military Camp
17044,17044,Dressel 20,London,London,51.514248,-0.093145,LV'^A^L'ERROR*,LVALERROR?,,,Military Camp
17045,17045,Dressel 20,London,London,51.514248,-0.093145,L·V^A^LER·T^ER|,LVALERTER...,,,Military Camp
17048,17048,Dressel 20,London,London,51.514248,-0.093145,|F'ORTTVN'^AT^IM|,FORTVNATIM,,Huerta de Belén,Military Camp
17052,17052,Dressel 20,London,London,51.514248,-0.093145,|L·V^A^LER^IT^ROP^H^IM^I',LVALTROPHIMI,,Arva,Military Camp
17053,17053,Dressel 20,London,London,51.514248,-0.093145,[L]V^A^LT^ROP^H^IM^I|,LVALTROPHIMI,,Arva,Military Camp
17058,17058,Dressel 20,London,London,51.514248,-0.093145,|L·V·T^ROP^H^IM^I|,LVTROPHIMI,,Arva,Military Camp
17058,17058,Dressel 20,London,London,51.514248,-0.093145,|L·V·T^ROP^H^IM^I|,LVTROPHIMI,,La Catria,Military Camp
17058,17058,Dressel 20,London,London,51.514248,-0.093145,|L·V·T^ROP^H^IM^I|,LVTROPHIMI,,Lora la Vieja,Military Camp
17067,17067,Dressel 20,London,London,51.514248,-0.093145,|SA!^EN^IA^NB''| & |SV^ENNR|,SAENIANB & SVENNR,,,Military Camp
17068,17068,Dressel 20,London,London,51.514248,-0.093145,"VENVSTI, sine imagine",VENVSTI,,,Military Camp
17071,17071,Dressel 20,London,London,51.514248,-0.093145,|L·VI·BR|,LVIBR,,,Military Camp
17077,17077,Dressel 20,London,London,51.514248,-0.093145,|VIBIOR''*,VIBIOR,,,Military Camp
17105,17105,Dressel 20,London,London,51.514248,-0.093145,|V^RI^T^ILIL|,VRITILIL,,,Military Camp
17108,17108,Dressel 20,London,London,51.514248,-0.093145,"A(-)MPPLPS, sine imagine",A...MPPLPS,,,Military Camp
17111,17111,Dressel 20,London,London,51.514248,-0.093145,"C+, sine imagine",C...,,,Military Camp
17112,17112,Dressel 20,London,London,51.514248,-0.093145,"C+, sine imagine",C...,,,Military Camp
17121,17121,Dressel 20,London,London,51.514248,-0.093145,"D(-)FIA, sine imagine",D...FIA,,,Military Camp
17123,17123,Dressel 20,London,London,51.514248,-0.093145,|E'+,E...,,,Military Camp
17127,17127,Dressel 20,London,London,51.514248,-0.093145,"IHNA+, sine imagine",IHNA...,,,Military Camp
17144,17144,Dressel 20,London,London,51.514248,-0.093145,"PEP+, sine imagine",PEP...,,,Military Camp
17150,17150,Dressel 20,London,London,51.514248,-0.093145,"P(--)VIII, sine imagine",P...VIII,,,Military Camp
17160,17160,Dressel 20,London,London,51.514248,-0.093145,"S+, sine imagine",S...,,,Military Camp
17161,17161,Dressel 20,London,London,51.514248,-0.093145,"SA+, sine imagine",SA...,,,Military Camp
17163,17163,Dressel 20,London,London,51.514248,-0.093145,"SIALI+, sine imagine",SIALI...,,,Military Camp
17164,17164,Dressel 20,London,London,51.514248,-0.093145,"SIN+, sine imagine",SIN...,,,Military Camp
17168,17168,Dressel 20,London,London,51.514248,-0.093145,"VFV+, sine imagine",VFV...,,,Military Camp
20655,20655,Dressel 20,London,London,51.514248,-0.093145,LASTELLA^MI,LASTELLAMI?,,,Military Camp
20704,20704,Dressel 20,London,London,51.514248,-0.093145,|Q·ND·PR'I|,QNDPRI,,,Military Camp
20705,20705,Dressel 20,London,London,51.514248,-0.093145,|QSP|,QSP,,,Military Camp
28278,28278,Dressel 20,London,London,51.514248,-0.093145,|Q·ND·PRI|,QNDPRI,,,Military Camp
28313,28313,Dressel 20,London,London,51.514248,-0.093145,|P·M^An^ISV[P]|,PMANISV,,,Military Camp
15389,15389,Dressel 20,Loughor,Loughor,51.662222,-4.064722,"GAF, sine imagine",GAF,,Azanaque-Castillejo,Military Camp
